JPS1917|Genesis 1:6|c2,"And God said: ‘Let there be a firmament in the midst of the waters, and let it divide the waters from the {{c1::waters}}.’",Genesis 1:6 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:7|c1,"And God made the {{c1::firmament}}, and divided the waters which were under the firmament from the waters which were above the firmament; and it was so.",Genesis 1:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:7|c2,"And God made the firmament, and divided the waters which were under the firmament from the waters which were above the {{c1::firmament}}; and it was so.",Genesis 1:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:8|c1,"And God called the {{c1::firmament}} Heaven. And there was evening and there was morning, a second day.",Genesis 1:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:8|c2,"And God called the firmament Heaven. And there was evening and there was morning, a {{c1::second}} day.",Genesis 1:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:9|c1,"And God said: ‘{{c1::Let}} the waters under the heaven be gathered together unto one place, and let the dry land appear.’ And it was so.",Genesis 1:9 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:9|c2,"And God said: ‘Let the waters under the heaven be gathered together unto one place, and {{c1::let}} the dry land appear.’ And it was so.",Genesis 1:9 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:10|c1,"And God {{c1::called}} the dry land Earth, and the gathering together of the waters called He Seas; and God saw that it was good.",Genesis 1:10 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:10|c2,"And God called the dry land Earth, and the gathering together of the waters {{c1::called}} He Seas; and God saw that it was good.",Genesis 1:10 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:11|c1,"And God said: ‘Let the earth put forth grass, herb yielding {{c1::seed}}, and fruit-tree bearing fruit after its kind, wherein is the seed thereof, upon the earth.’ And it was so.",Genesis 1:11 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:11|c2,"And God said: ‘Let the earth put forth grass, herb yielding seed, and fruit-tree bearing fruit after its kind, wherein is the {{c1::seed}} thereof, upon the earth.’ And it was so.",Genesis 1:11 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:12|c1,"And the earth brought forth grass, herb yielding {{c1::seed}} after its kind, and tree bearing fruit, wherein is the seed thereof, after its kind; and God saw that it was good.",Genesis 1:12 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:12|c2,"And the earth brought forth grass, herb yielding seed after its kind, and tree bearing fruit, wherein is the seed thereof, after its {{c1::kind}}; and God saw that it was good.",Genesis 1:12 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:13|c1,"And there was {{c1::evening}} and there was morning, a third day.",Genesis 1:13 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:13|c2,"And there was evening and there was morning, a {{c1::third}} day.",Genesis 1:13 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:14|c1,"And God said: ‘{{c1::Let}} there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days and years;",Genesis 1:14 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:14|c2,"And God said: ‘Let there be lights in the firmament of the heaven to divide the day from the night; and {{c1::let}} them be for signs, and for seasons, and for days and years;",Genesis 1:14 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:15|c1,and let them be for {{c1::lights}} in the firmament of the heaven to give light upon the earth.’ And it was so.,Genesis 1:15 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:15|c2,and let them be for lights in the {{c1::firmament}} of the heaven to give light upon the earth.’ And it was so.,Genesis 1:15 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:16|c1,"And God made the two great lights: the greater light to {{c1::rule}} the day, and the lesser light to rule the night; and the stars.",Genesis 1:16 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:16|c2,"And God made the two great lights: the greater light to rule the day, and the lesser light to {{c1::rule}} the night; and the stars.",Genesis 1:16 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:17|c1,"And God set them in the {{c1::firmament}} of the heaven to give light upon the earth,",Genesis 1:17 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:17|c2,"And God set them in the firmament of the heaven to {{c1::give}} light upon the earth,",Genesis 1:17 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:18|c1,"and to rule over the day and over the night, and to {{c1::divide}} the light from the darkness; and God saw that it was good.",Genesis 1:18 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:18|c2,"and to rule over the day and over the night, and to divide the light from the {{c1::darkness}}; and God saw that it was good.",Genesis 1:18 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:19|c1,"And there was {{c1::evening}} and there was morning, a fourth day.",Genesis 1:19 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:19|c2,"And there was evening and there was morning, a {{c1::fourth}} day.",Genesis 1:19 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:20|c1,"And God said: ‘{{c1::Let}} the waters swarm with swarms of living creatures, and let fowl fly above the earth in the open firmament of heaven.’",Genesis 1:20 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:20|c2,"And God said: ‘Let the waters swarm with swarms of living {{c1::creatures}}, and let fowl fly above the earth in the open firmament of heaven.’",Genesis 1:20 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:21|c1,"And God created the great sea-monsters, and every living creature that creepeth, wherewith the waters swarmed, after its {{c1::kind}}, and every winged fowl after its kind; and God saw that it was good.",Genesis 1:21 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:21|c2,"And God created the great sea-monsters, and every living creature that creepeth, wherewith the waters swarmed, after its kind, and every winged fowl after its {{c1::kind}}; and God saw that it was good.",Genesis 1:21 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:22|c1,"And God blessed them, saying: ‘Be fruitful, and {{c1::multiply}}, and fill the waters in the seas, and let fowl multiply in the earth.’",Genesis 1:22 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:22|c2,"And God blessed them, saying: ‘Be fruitful, and multiply, and fill the waters in the seas, and let fowl {{c1::multiply}} in the earth.’",Genesis 1:22 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:23|c1,"And there was {{c1::evening}} and there was morning, a fifth day.",Genesis 1:23 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:23|c2,"And there was evening and there was morning, a {{c1::fifth}} day.",Genesis 1:23 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:24|c1,"And God said: ‘Let the earth bring forth the living creature after its {{c1::kind}}, cattle, and creeping thing, and beast of the earth after its kind.’ And it was so.",Genesis 1:24 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:24|c2,"And God said: ‘Let the earth bring forth the living creature after its kind, cattle, and creeping thing, and beast of the earth after its {{c1::kind}}.’ And it was so.",Genesis 1:24 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:25|c1,"And God made the beast of the earth after its {{c1::kind}}, and the cattle after their kind, and every thing that creepeth upon the ground after its kind; and God saw that it was good.",Genesis 1:25 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:25|c2,"And God made the beast of the earth after its kind, and the cattle after their kind, and every thing that creepeth upon the ground after its {{c1::kind}}; and God saw that it was good.",Genesis 1:25 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:26|c1,"And God said: ‘Let us make man in {{c1::our}} image, after our likeness; and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.’",Genesis 1:26 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:26|c2,"And God said: ‘Let us make man in our image, after {{c1::our}} likeness; and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.’",Genesis 1:26 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:27|c1,"And God {{c1::created}} man in His own image, in the image of God created He him; male and female created He them.",Genesis 1:27 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:27|c2,"And God created man in His own image, in the image of God created He him; male and female {{c1::created}} He them.",Genesis 1:27 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:28|c1,"And God blessed them; and God said unto them: ‘Be {{c1::fruitful}}, and multiply, and replenish the earth, and subdue it; and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that creepeth upon the earth.’",Genesis 1:28 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:28|c2,"And God blessed them; and God said unto them: ‘Be fruitful, and multiply, and {{c1::replenish}} the earth, and subdue it; and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that creepeth upon the earth.’",Genesis 1:28 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:29|c1,"And God said: ‘Behold, I have given you every herb {{c1::yielding}} seed, which is upon the face of all the earth, and every tree, in which is the fruit of a tree yielding seed—to you it shall be for food;",Genesis 1:29 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:29|c2,"And God said: ‘Behold, I have given you every herb yielding seed, which is upon the face of all the earth, and every tree, in which is the fruit of a tree {{c1::yielding}} seed—to you it shall be for food;",Genesis 1:29 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:30|c1,"and to {{c1::every}} beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is a living soul, [I have given] every green herb for food.’ And it was so.",Genesis 1:30 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:30|c2,"and to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is a living soul, [I have given] {{c1::every}} green herb for food.’ And it was so.",Genesis 1:30 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:31|c1,"And God saw every thing that He had made, and, behold, it was very good. And there was {{c1::evening}} and there was morning, the sixth day.",Genesis 1:31 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 1:31|c2,"And God saw every thing that He had made, and, behold, it was very good. And there was evening and there was morning, the {{c1::sixth}} day.",Genesis 1:31 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:1|c1,"And the heaven and the earth were {{c1::finished}}, and all the host of them.",Genesis 2:1 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:1|c2,"And the heaven and the earth were finished, and all the {{c1::host}} of them.",Genesis 2:1 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:2|c1,And on the {{c1::seventh}} day God finished His work which He had made; and He rested on the seventh day from all His work which He had made.,Genesis 2:2 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:2|c2,And on the seventh day God finished His work which He had made; and He rested on the {{c1::seventh}} day from all His work which He had made.,Genesis 2:2 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:3|c1,"And God blessed the seventh day, and {{c1::hallowed}} it; because that in it He rested from all His work which God in creating had made.",Genesis 2:3 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:3|c2,"And God blessed the seventh day, and hallowed it; because that in it He rested from all His work which God in {{c1::creating}} had made.",Genesis 2:3 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:4|c1,"These are the generations of the {{c1::heaven}} and of the earth when they were created, in the day that the LORD God made earth and heaven.",Genesis 2:4 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:4|c2,"These are the generations of the heaven and of the earth when they were created, in the day that the LORD God made earth and {{c1::heaven}}.",Genesis 2:4 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:5|c1,"No shrub of the field was {{c1::yet}} in the earth, and no herb of the field had yet sprung up; for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground;",Genesis 2:5 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:5|c2,"No shrub of the field was yet in the earth, and no herb of the field had {{c1::yet}} sprung up; for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground;",Genesis 2:5 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:6|c1,"but there went up a {{c1::mist}} from the earth, and watered the whole face of the ground.",Genesis 2:6 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:6|c2,"but there went up a mist from the earth, and {{c1::watered}} the whole face of the ground.",Genesis 2:6 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:7|c1,"Then the LORD God formed man of the dust of the ground, and {{c1::breathed}} into his nostrils the breath of life; and man became a living soul.",Genesis 2:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:7|c2,"Then the LORD God formed man of the dust of the ground, and breathed into his {{c1::nostrils}} the breath of life; and man became a living soul.",Genesis 2:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:8|c1,"And the LORD God {{c1::planted}} a garden eastward, in Eden; and there He put the man whom He had formed.",Genesis 2:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:8|c2,"And the LORD God planted a garden {{c1::eastward}}, in Eden; and there He put the man whom He had formed.",Genesis 2:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:9|c1,"And out of the ground made the LORD God to grow every {{c1::tree}} that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.",Genesis 2:9 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:9|c2,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the {{c1::tree}} of the knowledge of good and evil.",Genesis 2:9 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:10|c1,"And a river went out of Eden to water the garden; and from {{c1::thence}} it was parted, and became four heads.",Genesis 2:10 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:10|c2,"And a river went out of Eden to water the garden; and from thence it was {{c1::parted}}, and became four heads.",Genesis 2:10 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:11|c1,"The name of the first is Pishon; that is it which {{c1::compasseth}} the whole land of Havilah, where there is gold;",Genesis 2:11 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:11|c2,"The name of the first is Pishon; that is it which compasseth the whole land of {{c1::Havilah}}, where there is gold;",Genesis 2:11 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:12|c1,and the gold of that land is good; there is {{c1::bdellium}} and the onyx stone.,Genesis 2:12 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:12|c2,and the gold of that land is good; there is bdellium and the onyx {{c1::stone}}.,Genesis 2:12 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:13|c1,And the name of the second river is {{c1::Gihon}}; the same is it that compasseth the whole land of Cush.,Genesis 2:13 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:13|c2,And the name of the second river is Gihon; the same is it that {{c1::compasseth}} the whole land of Cush.,Genesis 2:13 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:14|c1,And the name of the third {{c1::river}} is Tigris; that is it which goeth toward the east of Asshur. And the fourth river is the Euphrates.,Genesis 2:14 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:14|c2,And the name of the third river is Tigris; that is it which goeth toward the east of Asshur. And the fourth {{c1::river}} is the Euphrates.,Genesis 2:14 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:15|c1,"And the LORD God took the man, and put him into the garden of Eden to {{c1::dress}} it and to keep it.",Genesis 2:15 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:15|c2,"And the LORD God took the man, and put him into the garden of Eden to dress it and to {{c1::keep}} it.",Genesis 2:15 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:16|c1,"And the LORD God {{c1::commanded}} the man, saying: ‘Of every tree of the garden thou mayest freely eat;",Genesis 2:16 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:16|c2,"And the LORD God commanded the man, saying: ‘Of every tree of the garden thou mayest {{c1::freely}} eat;",Genesis 2:16 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:17|c1,"but of the tree of the knowledge of good and evil, {{c1::thou}} shalt not eat of it; for in the day that thou eatest thereof thou shalt surely die.’",Genesis 2:17 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:17|c2,"but of the tree of the knowledge of good and evil, thou shalt not eat of it; for in the day that thou eatest thereof {{c1::thou}} shalt surely die.’",Genesis 2:17 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:18|c1,And the LORD God said: ‘It is not good that the man {{c1::should}} be alone; I will make him a help meet for him.’,Genesis 2:18 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:18|c2,And the LORD God said: ‘It is not good that the man should be {{c1::alone}}; I will make him a help meet for him.’,Genesis 2:18 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:19|c1,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto the man to see what he {{c1::would}} call them; and whatsoever the man would call every living creature, that was to be the name thereof.",Genesis 2:19 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:19|c2,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto the man to see what he would call them; and whatsoever the man {{c1::would}} call every living creature, that was to be the name thereof.",Genesis 2:19 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:20|c1,"And the man gave {{c1::names}} to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found a help meet for him.",Genesis 2:20 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:20|c2,"And the man gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not {{c1::found}} a help meet for him.",Genesis 2:20 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:21|c1,"And the LORD God caused a deep sleep to fall upon the man, and he slept; and He took one of his ribs, and {{c1::closed}} up the place with flesh instead thereof.",Genesis 2:21 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:21|c2,"And the LORD God caused a deep sleep to fall upon the man, and he slept; and He took one of his ribs, and closed up the place with flesh {{c1::instead}} thereof.",Genesis 2:21 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:22|c1,"And the {{c1::rib}}, which the LORD God had taken from the man, made He a woman, and brought her unto the man.",Genesis 2:22 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:22|c2,"And the rib, which the LORD God had taken from the man, made He a woman, and {{c1::brought}} her unto the man.",Genesis 2:22 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:23|c1,"And the man said: ‘This is now bone of my bones, and {{c1::flesh}} of my flesh; she shall be called Woman, because she was taken out of Man.’",Genesis 2:23 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:23|c2,"And the man said: ‘This is now bone of my bones, and flesh of my {{c1::flesh}}; she shall be called Woman, because she was taken out of Man.’",Genesis 2:23 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:24|c1,"{{c1::Therefore}} shall a man leave his father and his mother, and shall cleave unto his wife, and they shall be one flesh.",Genesis 2:24 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:24|c2,"Therefore shall a man leave his father and his mother, and shall {{c1::cleave}} unto his wife, and they shall be one flesh.",Genesis 2:24 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:25|c1,"And they were both {{c1::naked}}, the man and his wife, and were not ashamed.",Genesis 2:25 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 2:25|c2,"And they were both naked, the man and his wife, and were not {{c1::ashamed}}.",Genesis 2:25 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:1|c1,"Now the serpent was more subtle than {{c1::any}} beast of the field which the LORD God had made. And he said unto the woman: ‘Yea, hath God said: Ye shall not eat of any tree of the garden?’",Genesis 3:1 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:1|c2,"Now the serpent was more subtle than any beast of the field which the LORD God had made. And he said unto the woman: ‘Yea, hath God said: Ye shall not eat of {{c1::any}} tree of the garden?’",Genesis 3:1 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:2|c1,And the woman said unto the {{c1::serpent}}: ‘Of the fruit of the trees of the garden we may eat;,Genesis 3:2 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:2|c2,And the woman said unto the serpent: ‘Of the fruit of the {{c1::trees}} of the garden we may eat;,Genesis 3:2 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:3|c1,"but of the fruit of the tree which is in the midst of the garden, God hath said: {{c1::Ye}} shall not eat of it, neither shall ye touch it, lest ye die.’",Genesis 3:3 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:3|c2,"but of the fruit of the tree which is in the midst of the garden, God hath said: Ye shall not eat of it, neither shall ye touch it, lest {{c1::ye}} die.’",Genesis 3:3 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:4|c1,And the {{c1::serpent}} said unto the woman: ‘Ye shall not surely die;,Genesis 3:4 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:4|c2,And the serpent said unto the woman: ‘Ye shall not {{c1::surely}} die;,Genesis 3:4 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:5|c1,"for God doth know that in the day {{c1::ye}} eat thereof, then your eyes shall be opened, and ye shall be as God, knowing good and evil.’",Genesis 3:5 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:5|c2,"for God doth know that in the day ye eat thereof, then your eyes shall be opened, and {{c1::ye}} shall be as God, knowing good and evil.’",Genesis 3:5 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:6|c1,"And when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and {{c1::did}} eat; and she gave also unto her husband with her, and he did eat.",Genesis 3:6 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:6|c2,"And when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and did eat; and she gave also unto her husband with her, and he {{c1::did}} eat.",Genesis 3:6 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:7|c1,"And the eyes of them both were opened, and {{c1::they}} knew that they were naked; and they sewed fig-leaves together, and made themselves girdles.",Genesis 3:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:7|c2,"And the eyes of them both were opened, and they knew that they were naked; and {{c1::they}} sewed fig-leaves together, and made themselves girdles.",Genesis 3:7 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:8|c1,And they heard the voice of the LORD God walking in the {{c1::garden}} toward the cool of the day; and the man and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.,Genesis 3:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
JPS1917|Genesis 3:8|c2,And they heard the voice of the LORD God walking in the garden toward the cool of the day; and the man and his wife hid themselves from the presence of the LORD God amongst the trees of the {{c1::garden}}.,Genesis 3:8 | Bereshit,Torah::Genesis::Bereshit Type::AutoCloze
